resume_index,job_index,tfidf_similarity,embedding_similarity,skill_overlap_count,skill_match_ratio,keyword_overlap,resume_word_count,job_word_count,readability_score,skill_density,resume_quality_score,score,label
1859,0,0.0,0.08005909621715546,0,0.0,0.375,467,8,29.443254817987153,0.0,0.7,0.024017728865146637,0
1859,1,0.0,0.05209833011031151,0,0.0,0.375,467,8,29.443254817987153,0.0,0.7,0.015629499033093453,0
1859,2,0.0,0.04357261210680008,0,0.0,0.375,467,8,29.443254817987153,0.0,0.7,0.013071783632040023,0
1859,3,0.0,0.06412676721811295,0,0.0,0.375,467,8,29.443254817987153,0.0,0.7,0.01923803016543388,0
1859,4,0.0,0.03509822115302086,0,0.0,0.375,467,8,29.443254817987153,0.0,0.7,0.010529466345906258,0
1859,5,0.0,0.037571392953395844,0,0.0,0.375,467,8,29.443254817987153,0.0,0.7,0.011271417886018752,0
1860,0,0.012469613667879003,0.20966441929340363,0,0.0,0.375,443,8,27.4040632054176,0.0,0.7,0.06913413262196058,1
1860,1,0.012469613667879003,0.16875800490379333,0,0.0,0.375,443,8,27.4040632054176,0.0,0.7,0.0568622083050775,1
1860,2,0.012469613667879003,0.15642744302749634,0,0.0,0.375,443,8,27.4040632054176,0.0,0.7,0.0531630397421884,0
1860,3,0.012469613667879003,0.18577530980110168,0,0.0,0.375,443,8,27.4040632054176,0.0,0.7,0.06196739977427001,1
1860,4,0.012469613667879003,0.1524665653705597,0,0.0,0.375,443,8,27.4040632054176,0.0,0.7,0.05197477644510741,0
1860,5,0.012469613667879003,0.15393993258476257,0,0.0,0.375,443,8,27.4040632054176,0.0,0.7,0.05241678660936827,0
1861,0,0.011703875969940809,0.1364307850599289,0,0.0,0.375,374,8,32.70053475935829,0.0,0.7,0.046781173502949074,0
1861,1,0.011703875969940809,0.1185414046049118,0,0.0,0.375,374,8,32.70053475935829,0.0,0.7,0.04141435936644394,0
1861,2,0.011703875969940809,0.11343259364366531,0,0.0,0.375,374,8,32.70053475935829,0.0,0.7,0.03988171607807,0
1861,3,0.011703875969940809,0.12706109881401062,0,0.0,0.375,374,8,32.70053475935829,0.0,0.7,0.04397026762917359,0
1861,4,0.011703875969940809,0.11112475395202637,0,0.0,0.375,374,8,32.70053475935829,0.0,0.7,0.03918936417057831,0
1861,5,0.011703875969940809,0.11128099262714386,0,0.0,0.375,374,8,32.70053475935829,0.0,0.7,0.03923623577311356,0
1862,0,0.0,0.17197853326797485,0,0.0,0.125,248,8,26.572580645161295,0.0,0.7,0.05159355998039245,0
1862,1,0.0,0.1521589159965515,0,0.0,0.125,248,8,26.572580645161295,0.0,0.7,0.045647674798965455,0
1862,2,0.0,0.14788629114627838,0,0.0,0.125,248,8,26.572580645161295,0.0,0.7,0.04436588734388351,0
1862,3,0.0,0.1599370390176773,0,0.0,0.125,248,8,26.572580645161295,0.0,0.7,0.04798111170530319,0
1862,4,0.0,0.14096474647521973,0,0.0,0.125,248,8,26.572580645161295,0.0,0.7,0.042289423942565914,0
1862,5,0.0,0.14237874746322632,0,0.0,0.125,248,8,26.572580645161295,0.0,0.7,0.04271362423896789,0
1863,0,0.01563078909780339,0.23627039790153503,0,0.0,0.5,341,8,28.240469208211152,0.0,0.7,0.0786965139193622,1
1863,1,0.01563078909780339,0.20075756311416626,0,0.0,0.5,341,8,28.240469208211152,0.0,0.7,0.06804266348315156,1
1863,2,0.01563078909780339,0.1911008656024933,0,0.0,0.5,341,8,28.240469208211152,0.0,0.7,0.06514565422964967,1
1863,3,0.01563078909780339,0.21659359335899353,0,0.0,0.5,341,8,28.240469208211152,0.0,0.7,0.07279347255659975,1
1863,4,0.01563078909780339,0.18615445494651794,0,0.0,0.5,341,8,28.240469208211152,0.0,0.7,0.06366173103285708,1
1863,5,0.01563078909780339,0.18734951317310333,0,0.0,0.5,341,8,28.240469208211152,0.0,0.7,0.0640202485008327,1
1864,0,0.0,0.13870671391487122,0,0.0,0.375,343,8,25.91836734693878,0.0,0.7,0.041612014174461365,0
1864,1,0.0,0.12013756483793259,0,0.0,0.375,343,8,25.91836734693878,0.0,0.7,0.036041269451379775,0
1864,2,0.0,0.11824286729097366,0,0.0,0.375,343,8,25.91836734693878,0.0,0.7,0.0354728601872921,0
1864,3,0.0,0.12706777453422546,0,0.0,0.375,343,8,25.91836734693878,0.0,0.7,0.038120332360267635,0
1864,4,0.0,0.11417540162801743,0,0.0,0.375,343,8,25.91836734693878,0.0,0.7,0.034252620488405223,0
1864,5,0.0,0.11469276249408722,0,0.0,0.375,343,8,25.91836734693878,0.0,0.7,0.03440782874822616,0
1865,0,0.0,0.09520458430051804,0,0.0,0.25,361,8,19.94459833795014,0.0,0.7,0.02856137529015541,0
1865,1,0.0,0.0677766352891922,0,0.0,0.25,361,8,19.94459833795014,0.0,0.7,0.02033299058675766,0
1865,2,0.0,0.0608946830034256,0,0.0,0.25,361,8,19.94459833795014,0.0,0.7,0.018268404901027678,0
1865,3,0.0,0.07913675904273987,0,0.0,0.25,361,8,19.94459833795014,0.0,0.7,0.02374102771282196,0
1865,4,0.0,0.05456816032528877,0,0.0,0.25,361,8,19.94459833795014,0.0,0.7,0.016370448097586632,0
1865,5,0.0,0.05646222084760666,0,0.0,0.25,361,8,19.94459833795014,0.0,0.7,0.016938666254281996,0
1866,0,0.0,0.19758829474449158,0,0.0,0.375,615,8,24.504065040650403,0.0,0.7,0.05927648842334747,1
1866,1,0.0,0.1728571057319641,0,0.0,0.375,615,8,24.504065040650403,0.0,0.7,0.05185713171958923,0
1866,2,0.0,0.16799670457839966,0,0.0,0.375,615,8,24.504065040650403,0.0,0.7,0.050399011373519896,0
1866,3,0.0,0.1817375123500824,0,0.0,0.375,615,8,24.504065040650403,0.0,0.7,0.05452125370502472,0
1866,4,0.0,0.16301152110099792,0,0.0,0.375,615,8,24.504065040650403,0.0,0.7,0.048903456330299376,0
1866,5,0.0,0.1645749807357788,0,0.0,0.375,615,8,24.504065040650403,0.0,0.7,0.04937249422073364,0
1867,0,0.020951823666257523,0.06933761388063431,0,0.0,0.25,372,8,24.758064516129025,0.0,0.7,0.031277195997319054,0
1867,1,0.020951823666257526,0.04727664589881897,0,0.0,0.25,372,8,24.758064516129025,0.0,0.7,0.024658905602774454,0
1867,2,0.020951823666257523,0.04450349509716034,0,0.0,0.25,372,8,24.758064516129025,0.0,0.7,0.023826960362276862,0
1867,3,0.020951823666257526,0.05389590561389923,0,0.0,0.25,372,8,24.758064516129025,0.0,0.7,0.026644683517298533,0
1867,4,0.020951823666257523,0.038781143724918365,0,0.0,0.25,372,8,24.758064516129025,0.0,0.7,0.02211025495060427,0
1867,5,0.020951823666257523,0.04145132005214691,0,0.0,0.25,372,8,24.758064516129025,0.0,0.7,0.022911307848772836,0
1868,0,0.014019956303701902,0.07248272746801376,0,0.0,0.375,325,8,22.98461538461538,0.0,0.7,0.02875479639225508,0
1868,1,0.014019956303701902,0.05272935330867767,0,0.0,0.375,325,8,22.98461538461538,0.0,0.7,0.022828784144454252,0
1868,2,0.014019956303701902,0.050622615963220596,0,0.0,0.375,325,8,22.98461538461538,0.0,0.7,0.02219676294081713,0
1868,3,0.014019956303701902,0.06062040850520134,0,0.0,0.375,325,8,22.98461538461538,0.0,0.7,0.025196100703411353,0
